id,name,rating,review_count,categories,price,address,phone,image_url,url,latitude,longitude,distance
5gcrlif2enGxj7eKAoz-5g,Terravita,4.6,416,"['Breakfast & Brunch', 'American', 'Cocktail Bars']",$$$,"4193 Broadway New York, NY 10033",+16463704371,https://s3-media4.fl.yelpcdn.com/bphoto/ulSo0SV9ia3OJqabrHHY8A/o.jpg,https://www.yelp.com/biz/terravita-new-york-3?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.84807,-73.93803,1434.6954534001597
RmGcr20Ma1i3TgY_cGtoyw,Fito,4.8,37,"['Latin American', 'Cocktail Bars', 'Tapas/Small Plates']",N/A,"4736 Broadway New York, NY 10040",+16467891844,https://s3-media2.fl.yelpcdn.com/bphoto/lz6-QnFfKArM2dp96uNScw/o.jpg,https://www.yelp.com/biz/fito-new-york?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.8649313,-73.928096,885.1897317049643
IDOPlGscce9oGxY7l1cQtg,Chez Messy,4.8,45,"['Tapas Bars', 'French', 'Desserts']",N/A,"5 Edward M Morgan Pl New York, NY 10032",+16464762700,https://s3-media1.fl.yelpcdn.com/bphoto/n9syOQ0IewIFACEG_snfQw/o.jpg,https://www.yelp.com/biz/chez-messy-new-york?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.83449,-73.945177,3020.621524303605
hw8ziubXsFocun6KR04VVg,Malecon Restaurant,4.0,900,['Dominican'],$$,"4141 Broadway New York, NY 10033",+12129273812,https://s3-media2.fl.yelpcdn.com/bphoto/6Vq0VZK6lAoOqrkyqhpgrg/o.jpg,https://www.yelp.com/biz/malecon-restaurant-new-york-2?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.84641303811592,-73.9386195,1624.7249387426714
9TuTuWzqhdlhsjFD7kMh2w,The Bonnefont,4.1,20,"['Desserts', 'Breakfast & Brunch', 'Sandwiches']",N/A,"1 Margaret Corbin Dr New York, NY 10040",+12127402939,https://s3-media4.fl.yelpcdn.com/bphoto/34bUyNRe-Ouso2IjDIjnUg/o.jpg,https://www.yelp.com/biz/the-bonnefont-new-york?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.86088,-73.93272,396.542704597424
cyLw0vW5MrsF35-A6Dy03w,Saggio,4.0,735,['Italian'],$$,"829 W 181st St New York, NY 10033",+12127953080,https://s3-media2.fl.yelpcdn.com/bphoto/hv2ieOgWhJQeAprDwcMKQw/o.jpg,https://www.yelp.com/biz/saggio-new-york-2?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.8514099281625,-73.9395604556239,1080.3546095918125
xmRo3D33prDX2yL8AbYoKw,Tinto Tapas Restaurant & Wine Bar,4.3,8,"['Tapas Bars', 'Wine Bars', 'Breakfast & Brunch']",N/A,"209 Pinehurst Ave New York, NY 10033",+12129331803,https://s3-media3.fl.yelpcdn.com/bphoto/ZVMj8T6A8kNh1WFH4wpjoA/o.jpg,https://www.yelp.com/biz/tinto-tapas-restaurant-and-wine-bar-new-york-2?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.85508727068967,-73.93778879195452,657.9132230822131
LIsCe_l7kUlv2cUs6AxNQQ,Suross Thai Bistro,4.4,316,"['Thai', 'Seafood', 'Soup']",$$,"4131 Broadway New York, NY 10033",+12127950792,https://s3-media1.fl.yelpcdn.com/bphoto/GO67y3c8HH3ZN6DcNyE7sw/o.jpg,https://www.yelp.com/biz/suross-thai-bistro-new-york-4?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.846049685877944,-73.93874811496856,1665.7082910349466
n4m37Dm2Y5MUPF_dFGG_ww,Fort Washington Public House,4.1,149,"['Pubs', 'American', 'Breakfast & Brunch']",$$,"3938 Broadway New York, NY 10032",+16468132210,https://s3-media4.fl.yelpcdn.com/bphoto/nAorBRijkrl8QvCu5aW6bw/o.jpg,https://www.yelp.com/biz/fort-washington-public-house-new-york?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.8390591026124,-73.9410637691617,2458.058879555736
ap5ItL4WOhLDgdZbNdTBqw,888 Hudson Thai,4.3,18,['Thai'],N/A,"812 W 181st St New York, NY 10033",+16469644386,https://s3-media4.fl.yelpcdn.com/bphoto/xD-XNgcE02S0gY87-UeuJg/o.jpg,https://www.yelp.com/biz/888-hudson-thai-new-york?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.85104044302749,-73.93916142935066,1116.2313382188497
7yGBu-m5K7oWwtu_kdUoDQ,Galicia Tapas,4.6,73,"['Tapas/Small Plates', 'Spanish', 'Seafood']",$$,"575 W 207th St New York, NY 10034",+16466785132,https://s3-media1.fl.yelpcdn.com/bphoto/TfgMbf0DLDylG4Ymktkn8w/o.jpg,https://www.yelp.com/biz/galicia-tapas-new-york?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.8667205254913,-73.9203661680222,1574.9966921896153
SQjSDRSfObQ1nO9Niul5nQ,Addey Ababa,4.9,39,['Ethiopian'],N/A,"736 W 181st St New York, NY 10033",+12122560701,https://s3-media3.fl.yelpcdn.com/bphoto/tuOAEJiYLU2ecJiX_eA-GA/o.jpg,https://www.yelp.com/biz/addey-ababa-new-york?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.85057241771105,-73.937682084509,1159.5940854857167
DCjRqV6kRPU0h-MaRRcVrQ,Inwood Bar and Grill,3.4,603,"['Sports Bars', 'Venues & Event Spaces', 'Steakhouses']",$$,"4892 Broadway New York, NY 10034",+12123043704,https://s3-media2.fl.yelpcdn.com/bphoto/htH26-1VkWV7aAKNvWFsCw/o.jpg,https://www.yelp.com/biz/inwood-bar-and-grill-new-york?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.867068,-73.922459,1433.553325282364
CY1lJBQatCNo4-_ljlS1rA,Unique Fusion Restaurant,4.7,124,"['Asian Fusion', 'Thai']",$$,"586 West 207 St New York, NY 10034",+12124519556,https://s3-media2.fl.yelpcdn.com/bphoto/avB80rviZx8RbeDFPqeX5w/o.jpg,https://www.yelp.com/biz/unique-fusion-restaurant-new-york-2?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.8670407799303,-73.9210193562469,1540.1000944000305
