id,name,rating,review_count,categories,price,address,phone,image_url,url,latitude,longitude,distance
hdiuRS9sVZSMReZm4oV5SA,Da Andrea - Greenwich Village,4.4,2482,"['Italian', 'Mediterranean', 'Breakfast & Brunch']",$$,"35 W 13th St New York, NY 10011",+12123671979,https://s3-media1.fl.yelpcdn.com/bphoto/OciLddTWxvBLKMH5DkMAOw/o.jpg,https://www.yelp.com/biz/da-andrea-greenwich-village-new-york-2?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.736287,-73.995865,2744.970238396635
16ZnHpuaaBt92XWeJHCC5A,Olio e Più,4.5,6257,"['Pizza', 'Italian', 'Cocktail Bars']",$$,"3 Greenwich Ave New York, NY 10014",+12122436546,https://s3-media4.fl.yelpcdn.com/bphoto/CUpPgz_Q4QBHxxxxDJJTTA/o.jpg,https://www.yelp.com/biz/olio-e-pi%C3%B9-new-york-7?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.73406231935954,-73.99999980859876,2417.7254147523545
hLXe3RVRK39VUSPdvBjFEA,Kalye,4.5,240,['Filipino'],$$,"251 Broome St New York, NY 10002",+16464227267,https://s3-media2.fl.yelpcdn.com/bphoto/lIwFGGvKoBW9yaNGdH7lVA/o.jpg,https://www.yelp.com/biz/kalye-new-york-5?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.7179,-73.98999,1463.6222244321348
P-RaGy9h2tH_IRXcDv7mmg,WarrenPeace,4.7,49,"['Cocktail Bars', 'Mediterranean']",$$,"77 Warren St New York, NY 10007",+18455925334,https://s3-media3.fl.yelpcdn.com/bphoto/ZDFe1vHPFYY8x-2Y_HOdbg/o.jpg,https://www.yelp.com/biz/warrenpeace-new-york?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.715022,-74.010284,445.8947358061631
8YWLuLUKj0t_0_Xv06UUtw,Ye's Apothecary 夜莺,4.6,840,"['Szechuan', 'Speakeasies']",$$,"119 Orchard St New York, NY 10002",+19296552515,https://s3-media1.fl.yelpcdn.com/bphoto/C9kLckBI7NTHBnHV-98qEw/o.jpg,https://www.yelp.com/biz/yes-apothecary-%E5%A4%9C%E8%8E%BA-new-york-5?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.71945,-73.9898,1550.9723231600467
DGhWO1sUWydVeR5j5ZZaMw,La Grande Boucherie,4.4,3805,"['French', 'Steakhouses', 'Cocktail Bars']",$$$,"145 W 53rd St New York, NY 10019",+12125107714,https://s3-media3.fl.yelpcdn.com/bphoto/b9URGcuuhnLq7J-__pHIng/o.jpg,https://www.yelp.com/biz/la-grande-boucherie-new-york-2?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.7626274,-73.98084109999999,5932.186539872765
dEOv8_ivdHp85OK_TDQh_g,Da Andrea - Chelsea,4.7,431,"['Italian', 'Wine Bars', 'Cocktail Bars']",$$$,"160 8th Ave New York, NY 10011",+12123545971,https://s3-media1.fl.yelpcdn.com/bphoto/8P1kzXbIAmQU3Qy4wN0dLg/o.jpg,https://www.yelp.com/biz/da-andrea-chelsea-new-york-3?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.742041,-74.000467,3283.400724188747
qEe7nIhPfEL6L0-VYhWRrA,Raku,4.5,1081,"['Japanese', 'Noodles']",$$,"48 Macdougal St New York, NY 10012",+12129894797,https://s3-media1.fl.yelpcdn.com/bphoto/n1Ij-r1JkpHmoRgL-1E_FA/o.jpg,https://www.yelp.com/biz/raku-new-york-6?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.7272479,-74.00253944171621,1632.7880103029854
zRXMvxUX_rOliKZPpkWi_g,Valerie,4.3,1134,"['New American', 'Cocktail Bars']",$$,"45 W 45th St between 5th & 6th Ave New York, NY 10036",+12123024545,https://s3-media3.fl.yelpcdn.com/bphoto/mnH5QFkSMzZgd6P5eSZvvw/o.jpg,https://www.yelp.com/biz/valerie-new-york?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.756326,-73.981117,5278.300202801362
WG639VkTjmK5dzydd1BBJA,Rubirosa,4.3,3507,"['Italian', 'Pizza']",$$,"235 Mulberry St New York, NY 10012",+12129650500,https://s3-media3.fl.yelpcdn.com/bphoto/BYMrcy5GA756PnCd7l0PMg/o.jpg,https://www.yelp.com/biz/rubirosa-new-york-2?adjust_creative=hgQT7I6pzaJGZpbBfLplFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hgQT7I6pzaJGZpbBfLplFw,40.722766,-73.996233,1380.4351517981459
